id	name	formula	charge	aliases
cpd00443	ABEE	C7H6NO2	-1	
cpd02920	2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate	C7H9N5O8P2	-2	
cpd00012	PPi	HO7P2	-3	
cpd00067	H+	H	1	
cpd00683	Dihydropteroate	C14H13N6O3	-1	
cpd00114	IMP	C10H11N4O8P	-2	
cpd00103	PRPP	C5H9O14P3	-4	
cpd00226	HYXN	C5H4N4O	0	
cpd00001	H2O	H2O	0	
cpd00947	LacCer	C31H56NO13R	0	
cpd00108	Galactose	C6H12O6	0	
cpd00878	Glucocerebroside	C25H46NO8R	0	
cpd00022	Acetyl-CoA	C23H34N7O17P3S	-4	
cpd00054	L-Serine	C3H7NO3	0	
cpd00010	CoA	C21H32N7O16P3S	-4	
cpd00722	O-Acetyl-L-serine	C5H9NO4	0	
cpd00002	ATP	C10H13N5O13P3	-3	
cpd00046	CMP	C9H12N3O8P	-2	
cpd00008	ADP	C10H13N5O10P2	-2	
cpd00096	CDP	C9H13N3O11P2	-2	
cpd00037	UDP-N-acetylglucosamine	C17H25N3O17P2	-2	
cpd03494	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine	C87H139N7O23P2	-4	
cpd00014	UDP	C9H12N2O12P2	-2	
cpd03495	Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala	C95H152N8O28P2	-4	
cpd00658	Isochorismate	C10H8O6	-2	
cpd00020	Pyruvate	C3H3O3	-1	
cpd02566	2,3-Dihydroxy-2,3-dihydrobenzoate	C7H7O4	-1	
cpd11440	fa6	C16H31O2	-1	
cpd00018	AMP	C10H12N5O7P	-2	
cpd11441	fa6coa	C37H63N7O17P3S	-3	
cpd00533	dCDP	C9H13N3O10P2	-2	
cpd00356	dCTP	C9H13N3O13P3	-3	
cpd00213	Lipoamide	C8H15NOS2	0	
cpd03049	2-Hydroxyethyl-ThPP	C14H21N4O8P2S	-1	
cpd00056	TPP	C12H17N4O7P2S	-1	
cpd00836	S-Acetyldihydrolipoamide	C10H19NO2S2	0	
cpd00083	GDP-mannose	C16H23N5O16P2	-2	
cpd00900	GDP-4-dehydro-D-rhamnose	C16H21N5O15P2	-2	
cpd00179	Maltose	C12H22O11	0	
cpd00027	D-Glucose	C6H12O6	0	
cpd00137	Citrate	C6H5O7	-3	
cpd00260	Isocitrate	C6H5O7	-3	
cpd00521	dTDP-4-oxo-6-deoxy-D-glucose	C16H22N2O15P2	-2	
cpd00522	dTDP-4-oxo-L-rhamnose	C16H22N2O15P2	-2	
cpd01140	UDP-apiose	C14H20N2O16P2	-2	
cpd02807	Cosmetin	C21H20O10	0	
cpd02952	Apiin	C26H28O14	0	
cpd00007	O2	O2	0	
cpd00483	3-Hydroxyanthranilate	C7H6NO3	-1	
cpd00025	H2O2	H2O2	0	
cpd00532	O2-	O2	-1	
cpd03351	Cinnavalininate	C14H6N2O6	-2	
cpd00039	L-Lysine	C6H15N2O2	1	
cpd00011	CO2	CO2	0	
cpd01155	Cadaverine	C5H16N2	2	
cpd11466	Myristoyl-ACP	C25H48N2O8PRS	-2	
cpd01695	Myristoyl-CoA	C35H58N7O17P3S	-4	
cpd11493	ACP	C11H22N2O7PRS	-2	
cpd00003	NAD	C21H26N7O14P2	-1	
cpd08739	trans-2-Methyl-5-isopropylhexa-2,5-dienal	C10H16O	0	
cpd00004	NADH	C21H27N7O14P2	-2	
cpd08740	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid	C10H15O2	-1	
cpd17042	DNA replication	null	0	
cpd11640	H2	H2	0	
cpd15560	Ubiquinone-8	C49H74O4	0	
cpd15561	Ubiquinol-8	C49H76O4	0	
cpd11492	Malonyl-acyl-carrierprotein-	C14H24N2O10PRS	-2	
cpd11528	7-methyl-octanoyl-ACP	C20H37N2O8PRS	-1	
cpd11529	9-methyl-3-oxo-decanoyl-ACP	C22H39N2O9PRS	-1	
cpd15495	Maltopentaose	C30H52O26	0	
cpd01399	Maltotetraose	C24H42O21	0	
cpd03187	Oxalosuccinate	C6H3O7	-3	
cpd00024	2-Oxoglutarate	C5H4O5	-2	
cpd00009	Phosphate	HO4P	-2	
cpd00246	Inosine	C10H12N4O5	0	
cpd00475	Ribose 1-phosphate	C5H9O8P	-2	
cpd11589	gly-asp-L	C6H9N2O5	-1	
cpd00033	Glycine	C2H5NO2	0	
cpd00041	L-Aspartate	C4H6NO4	-1	
cpd02519	Guanidinoethyl methyl phosphate	C4H12N3O4P	0	
cpd02744	N'-Phosphoguanidinoethyl methyl phosphate	C4H11N3O7P2	-2	
cpd00038	GTP	C10H13N5O14P3	-3	
cpd00048	Sulfate	O4S	-2	
cpd00031	GDP	C10H13N5O11P2	-2	
cpd00193	APS	C10H12N5O10PS	-2	
cpd00206	dCMP	C9H12N3O7P	-2	
cpd02227	S-Ribosylhomocysteine	C9H17NO6S	0	
cpd00135	Homocysteine	C4H9NO2S	0	
cpd08636	4-5-dihydroxy-2-3-pentanedione	C5H8O4	0	
cpd00032	Oxaloacetate	C4H2O5	-2	
cpd00068	ITP	C10H12N4O14P3	-3	
cpd00061	Phosphoenolpyruvate	C3H2O6P	-3	
cpd00090	IDP	C10H12N4O11P2	-2	
cpd00070	Malonyl-CoA	C24H33N7O19P3S	-5	
cpd02375	Adenylosuccinate	C14H14N5O11P	-4	
cpd00106	Fumarate	C4H2O4	-2	
cpd00052	CTP	C9H13N3O14P3	-3	
cpd00084	L-Cysteine	C3H7NO2S	0	
cpd02201	4-phosphopantothenate	C9H15NO8P	-3	
cpd02666	(R)-4'-Phosphopantothenoyl-L-cysteine	C12H20N2O9PS	-3	
cpd00026	UDP-glucose	C15H22N2O17P2	-2	
cpd00144	UDPglucuronate	C15H19N2O18P2	-3	
cpd00023	L-Glutamate	C5H8NO4	-1	
cpd02097	L-Glutamyl 5-phosphate	C5H8NO7P	-2	
cpd02168	Prephytoene diphosphate	C40H66O7P2	-2	
cpd03211	15-cis-Phytoene	C40H64	0	
cpd00201	10-Formyltetrahydrofolate	C20H21N7O7	-2	
cpd03524	10-Formyl-THF-L-glutamate	C25H27N8O10	-3	
cpd00477	N-Acetyl-L-glutamate	C7H9NO5	-2	
cpd11503	6-methyl-octanoyl-ACP	C20H37N2O8PRS	-1	
cpd11504	8-methyl-3-oxo-decanoyl-ACP	C22H39N2O9PRS	-1	
cpd00259	D-Lyxulose	C5H10O5	0	
cpd00198	D-Xylulose5-phosphate	C5H9O8P	-2	
cpd00101	ribose-5-phosphate	C5H9O8P	-2	
cpd00847	Ribose 1,5-bisphosphate	C5H10O11P2	-2	
cpd11576	L-methionine R-oxide	C5H11NO3S	0	
cpd04097	Pb	Pb	2	
cpd00311	Guanosine	C10H13N5O5	0	
cpd00013	NH3	H4N	1	
cpd01217	Xanthosine	C10H12N4O6	0	
cpd00807	L-histidinol-phosphate	C6H11N3O4P	-1	
cpd00930	imidazole acetol-phosphate	C6H7N2O5P	-2	
cpd03414	UroporphyrinogenI	C40H36N4O16	-8	
cpd03416	CoproporphyrinogenI	C36H40N4O8	-4	
cpd00154	Xylose	C5H10O5	0	
cpd00118	Putrescine	C4H14N2	2	
cpd00264	Spermidine	C7H22N3	3	
cpd00726	1,3-Propanediamine	C3H12N2	2	
cpd03802	Homospermidine	C8H24N3	3	
cpd00808	L-ribulose-5-phosphate	C5H9O8P	-2	
cpd11540	13-methyl-tetra-decanoyl-ACP	C26H49N2O8PRS	-2	
cpd11541	15-methyl-3-oxo-hexa-decanoyl-ACP	C28H51N2O9PRS	-1	
cpd03246	Taurochenodeoxycholate	C26H44NO6S	-1	
cpd00210	Taurine	C2H7NO3S	0	
cpd01663	Chenodiol	C24H39O4	-1	
cpd00080	Glycerol-3-phosphate	C3H7O6P	-2	
cpd15686	CDP-1,2-diisopentadecanoylglycerol	C42H75N3O15P2	-2	
cpd15719	Diisopentadecanoylphosphatidylglycerophosphate	C36H70O13P2	-2	
cpd15331	1-tetradecanoyl-sn-glycerol 3-phosphate	C17H33O7P	-2	
cpd15522	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	C31H60O8P	-1	
cpd15682	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate	C35H68O8P	-1	
cpd15688	CDP-1,2-diisohexadecanoylglycerol	C44H79N3O15P2	-2	
cpd00113	Isopentenyldiphosphate	C5H10O7P2	-2	
cpd00350	Farnesyldiphosphate	C15H26O7P2	-2	
cpd00289	Geranylgeranyl diphosphate	C20H34O7P2	-2	
cpd02498	2,3-Dihydroxy-isovalerate	C5H9O4	-1	
cpd00123	3-Methyl-2-oxobutanoate	C5H7O3	-1	
cpd00171	D-Ribulose5-phosphate	C5H9O8P	-2	
cpd00047	Formate	CHO2	-1	
cpd11225	3-4-dihydroxy-2-butanone4-phosphate	C4H7O6P	-2	
cpd11536	11-methyl-dodecanoyl-ACP	C24H45N2O8PRS	-1	
cpd11537	13-methyl-3-oxo-tetra-decanoyl-ACP	C26H47N2O9PRS	-1	
cpd00342	N-Acetylornithine	C7H14N2O3	0	
cpd00064	Ornithine	C5H13N2O2	1	
cpd11421	trdrd	C6H9NO2R2S2	0	
cpd11420	trdox	C6H7NO2R2S2	0	
cpd00585	Creatinine	C4H7N3O	0	
cpd01679	N-Methylhydantoin	C4H6N2O2	0	
cpd00208	LACT	C12H22O11	0	
cpd02333	Quinolinate	C7H3NO4	-2	
cpd00095	Glycerone-phosphate	C3H5O6P	-2	
cpd03470	Iminoaspartate	C4H3NO4	-2	
cpd00147	5-Methylthioadenosine	C11H15N5O3S	0	
cpd00128	Adenine	C5H5N5	0	
cpd01981	5-Methylthio-D-ribose	C6H12O4S	0	
cpd11585	L-alanylglycine	C5H10N2O3	0	
cpd00162	Aminoethanol	C2H8NO	1	
cpd00071	Acetaldehyde	C2H4O	0	
cpd00519	D-methylmalonyl-CoA	C25H35N7O19P3S	-5	
cpd00086	Propionyl-CoA	C24H36N7O17P3S	-4	
cpd00236	D-Erythrose4-phosphate	C4H7O7P	-2	
cpd02147	4-Phosphoerythronate	C4H6O8P	-3	
cpd11582	ala-L-Thr-L	C7H14N2O4	0	
cpd00017	S-Adenosyl-L-methionine	C15H23N6O5S	1	
cpd11767	tRNA uridine	C19H26N2O21P3R2	-3	
cpd12564	tRNA 3-(3-amino-3-carboxypropyl)-uridine	C23H32N3O23P3R2	-4	
cpd00810	Orotidylic acid	C10H10N2O11P	-3	
cpd00091	UMP	C9H11N2O9P	-2	
cpd00258	D-Ribulose	C5H10O5	0	
cpd02654	4-Methyl-5--2-phosphoethyl-thiazole	C6H8NO4PS	-2	
cpd02894	4-Amino-2-methyl-5-diphosphomethylpyrimidine	C6H9N3O7P2	-2	
cpd00793	Thiamine phosphate	C12H16N4O4PS	-1	
cpd00019	S-Adenosyl-homocysteine	C14H20N6O5S	0	
