MEint2538.genome.CDS.1769,group06547
MEint2538.genome.CDS.1954,group00129
MEint2538.genome.CDS.1955,group00095
MEint2538.genome.CDS.1449,group00923
MEint2538.genome.CDS.1956,group00151
MEint2538.genome.CDS.1685,group04090
MEint2538.genome.CDS.1945,group00412
MEint2538.genome.CDS.509,group00119
MEint2538.genome.CDS.1406,group00339
MEint2538.genome.CDS.1407,group02819
MEint2538.genome.CDS.1024,group01229
MEint2538.genome.CDS.1025,group04037
MEint2538.genome.CDS.1026,group01521
MEint2538.genome.CDS.1027,group06502
MEint2538.genome.CDS.1020,group05271
MEint2538.genome.CDS.1021,group04277
MEint2538.genome.CDS.1022,group01551
MEint2538.genome.CDS.1023,group06504
MEint2538.genome.CDS.1169,group01555
MEint2538.genome.CDS.1953,group00150
MEint2538.genome.CDS.1028,group02788
MEint2538.genome.CDS.1029,group00971
MEint2538.genome.CDS.1281,group01116
MEint2538.genome.CDS.1722,group06541
MEint2538.genome.CDS.1617,group00323
MEint2538.genome.CDS.1616,group00831
MEint2538.genome.CDS.1615,group00754
MEint2538.genome.CDS.1614,group00568
MEint2538.genome.CDS.1598,group00290
MEint2538.genome.CDS.1612,group00976
MEint2538.genome.CDS.1611,group00880
MEint2538.genome.CDS.1610,group00183
MEint2538.genome.CDS.1594,group00144
MEint2538.genome.CDS.1595,group00377
MEint2538.genome.CDS.1596,group00498
MEint2538.genome.CDS.1597,group00130
MEint2538.genome.CDS.1590,group00326
MEint2538.genome.CDS.1591,group00445
MEint2538.genome.CDS.1592,group00268
MEint2538.genome.CDS.1593,group00564
MEint2538.genome.CDS.1051,group00822
MEint2538.genome.CDS.1050,group03530
MEint2538.genome.CDS.1053,group01239
MEint2538.genome.CDS.1052,group00598
MEint2538.genome.CDS.1507,group00637
MEint2538.genome.CDS.1054,group01406
MEint2538.genome.CDS.1057,group01350
MEint2538.genome.CDS.1056,group01267
MEint2538.genome.CDS.1059,group00026
MEint2538.genome.CDS.1058,group02482
MEint2538.genome.CDS.1509,group05275
MEint2538.genome.CDS.1508,group00352
MEint2538.genome.CDS.1358,group00593
MEint2538.genome.CDS.1289,group00112
MEint2538.genome.CDS.1293,group06583
MEint2538.genome.CDS.1292,group03104
MEint2538.genome.CDS.1291,group02376
MEint2538.genome.CDS.1984,group02959
MEint2538.genome.CDS.1297,group00540
MEint2538.genome.CDS.1163,group04097
MEint2538.genome.CDS.1295,group00010
MEint2538.genome.CDS.1294,group00049
MEint2538.genome.CDS.1110,group00900
MEint2538.genome.CDS.1451,group00694
MEint2538.genome.CDS.1112,group01155
MEint2538.genome.CDS.1113,group00336
MEint2538.genome.CDS.1114,group00613
MEint2538.genome.CDS.1115,group00895
MEint2538.genome.CDS.1116,group00090
MEint2538.genome.CDS.1117,group00590
MEint2538.genome.CDS.1681,group03109
MEint2538.genome.CDS.1682,group04152
MEint2538.genome.CDS.1683,group00505
MEint2538.genome.CDS.1684,group00943
MEint2538.genome.CDS.1981,group03420
MEint2538.genome.CDS.1686,group00834
MEint2538.genome.CDS.1687,group00178
MEint2538.genome.CDS.1688,group00302
MEint2538.genome.CDS.1689,group03812
MEint2538.genome.CDS.1370,group00040
MEint2538.genome.CDS.2003,group00147
MEint2538.genome.CDS.1372,group03447
MEint2538.genome.CDS.1373,group00043
MEint2538.genome.CDS.1374,group00428
MEint2538.genome.CDS.1375,group00829
MEint2538.genome.CDS.1376,group00023
MEint2538.genome.CDS.1377,group00397
MEint2538.genome.CDS.1378,group00020
MEint2538.genome.CDS.1270,group06584
MEint2538.genome.CDS.1273,group01196
MEint2538.genome.CDS.1272,group03527
MEint2538.genome.CDS.1275,group01284
MEint2538.genome.CDS.1274,group01223
MEint2538.genome.CDS.1277,group00904
MEint2538.genome.CDS.1276,group01121
MEint2538.genome.CDS.1351,group00888
MEint2538.genome.CDS.1208,group03294
MEint2538.genome.CDS.1209,group03815
MEint2538.genome.CDS.1758,group00091
MEint2538.genome.CDS.1759,group00175
MEint2538.genome.CDS.1204,group00890
MEint2538.genome.CDS.1205,group04148
MEint2538.genome.CDS.1206,group00385
MEint2538.genome.CDS.1755,group00148
MEint2538.genome.CDS.1752,group00046
MEint2538.genome.CDS.1201,group06572
MEint2538.genome.CDS.1202,group00315
MEint2538.genome.CDS.1821,group00143
MEint2538.genome.CDS.1978,group01365
MEint2538.genome.CDS.1559,group00717
MEint2538.genome.CDS.1822,group02683
MEint2538.genome.CDS.1019,group01273
MEint2538.genome.CDS.1355,group00030
MEint2538.genome.CDS.1151,group00934
MEint2538.genome.CDS.1976,group01398
MEint2538.genome.CDS.1977,group01527
MEint2538.genome.CDS.1832,group03617
MEint2538.genome.CDS.1975,group00722
MEint2538.genome.CDS.1972,group00424
MEint2538.genome.CDS.1973,group00647
MEint2538.genome.CDS.1879,group03617
MEint2538.genome.CDS.1878,group01713
MEint2538.genome.CDS.1877,group01714
MEint2538.genome.CDS.1876,group02564
MEint2538.genome.CDS.1875,group06554
MEint2538.genome.CDS.1874,group01168
MEint2538.genome.CDS.1873,group00551
MEint2538.genome.CDS.1872,group00550
MEint2538.genome.CDS.1871,group01141
MEint2538.genome.CDS.1979,group02331
MEint2538.genome.CDS.1014,group03176
MEint2538.genome.CDS.1479,group00560
MEint2538.genome.CDS.1478,group01917
MEint2538.genome.CDS.1454,group02944
MEint2538.genome.CDS.1654,group01092
MEint2538.genome.CDS.1473,group00191
MEint2538.genome.CDS.1472,group00254
MEint2538.genome.CDS.1471,group00094
MEint2538.genome.CDS.1470,group01393
MEint2538.genome.CDS.1477,group00081
MEint2538.genome.CDS.1476,group02396
MEint2538.genome.CDS.1475,group02862
MEint2538.genome.CDS.1474,group03421
MEint2538.genome.CDS.1269,group03616
MEint2538.genome.CDS.714,group06546
MEint2538.genome.CDS.1732,group06544
MEint2538.genome.CDS.1224,group00584
MEint2538.genome.CDS.1288,group00524
MEint2538.genome.CDS.1457,group00105
MEint2538.genome.CDS.1210,group04098
MEint2538.genome.CDS.1636,group06528
MEint2538.genome.CDS.865,group06560
MEint2538.genome.CDS.1801,group00789
MEint2538.genome.CDS.2020,group03224
MEint2538.genome.CDS.667,group00512
MEint2538.genome.CDS.1359,group00256
MEint2538.genome.CDS.1456,group00804
MEint2538.genome.CDS.1217,group03525
MEint2538.genome.CDS.1649,group01240
MEint2538.genome.CDS.1266,group06585
MEint2538.genome.CDS.1308,group01129
MEint2538.genome.CDS.548,group06524
MEint2538.genome.CDS.2023,group01303
MEint2538.genome.CDS.1836,group00096
MEint2538.genome.CDS.1216,group00032
MEint2538.genome.CDS.1763,group00734
MEint2538.genome.CDS.1609,group00606
MEint2538.genome.CDS.1121,group04147
MEint2538.genome.CDS.1086,group05196
MEint2538.genome.CDS.1087,group00008
MEint2538.genome.CDS.1084,group00462
MEint2538.genome.CDS.1085,group00298
MEint2538.genome.CDS.1082,group00622
MEint2538.genome.CDS.1083,group00494
MEint2538.genome.CDS.1080,group00463
MEint2538.genome.CDS.1081,group00517
MEint2538.genome.CDS.1254,group00057
MEint2538.genome.CDS.1450,group00913
MEint2538.genome.CDS.1750,group00119
MEint2538.genome.CDS.1088,group00171
MEint2538.genome.CDS.1089,group00511
MEint2538.genome.CDS.1727,group05200
MEint2538.genome.CDS.20,group06503
MEint2538.genome.CDS.1234,group00991
MEint2538.genome.CDS.28,group06537
MEint2538.genome.CDS.1154,group00787
MEint2538.genome.CDS.1155,group02055
MEint2538.genome.CDS.1156,group01176
MEint2538.genome.CDS.1157,group00510
MEint2538.genome.CDS.1150,group06569
MEint2538.genome.CDS.1018,group01791
MEint2538.genome.CDS.1152,group00761
MEint2538.genome.CDS.1153,group00236
MEint2538.genome.CDS.1015,group01316
MEint2538.genome.CDS.1723,group02588
MEint2538.genome.CDS.1017,group01522
MEint2538.genome.CDS.1016,group00843
MEint2538.genome.CDS.1158,group02601
MEint2538.genome.CDS.1159,group02497
MEint2538.genome.CDS.1013,group04710
MEint2538.genome.CDS.1012,group01089
MEint2538.genome.CDS.1910,group02688
MEint2538.genome.CDS.1603,group00777
MEint2538.genome.CDS.1233,group02450
MEint2538.genome.CDS.1911,group00257
MEint2538.genome.CDS.1605,group02478
MEint2538.genome.CDS.1235,group01067
MEint2538.genome.CDS.1726,group01315
MEint2538.genome.CDS.1725,group03094
MEint2538.genome.CDS.1724,group00013
MEint2538.genome.CDS.1231,group05273
MEint2538.genome.CDS.1230,group06582
MEint2538.genome.CDS.1721,group00727
MEint2538.genome.CDS.1720,group00538
MEint2538.genome.CDS.1239,group02416
MEint2538.genome.CDS.1238,group00969
MEint2538.genome.CDS.1728,group05278
MEint2538.genome.CDS.1653,group02257
MEint2538.genome.CDS.1652,group03484
MEint2538.genome.CDS.1651,group03497
MEint2538.genome.CDS.1122,group00573
MEint2538.genome.CDS.1657,group03087
MEint2538.genome.CDS.1124,group00478
MEint2538.genome.CDS.1655,group01024
MEint2538.genome.CDS.1126,group06558
MEint2538.genome.CDS.1129,group00123
