MEint3119.genome.CDS.1918,group00004
MEint3119.genome.CDS.1620,group00496
MEint3119.genome.CDS.1914,group01158
MEint3119.genome.CDS.1378,group00931
MEint3119.genome.CDS.1916,group00985
MEint3119.genome.CDS.1236,group00765
MEint3119.genome.CDS.1910,group01081
MEint3119.genome.CDS.1911,group00474
MEint3119.genome.CDS.1912,group00744
MEint3119.genome.CDS.1913,group00840
MEint3119.genome.CDS.1239,group00772
MEint3119.genome.CDS.1238,group00109
MEint3119.genome.CDS.1998,group01398
MEint3119.genome.CDS.1899,group03934
MEint3119.genome.CDS.1121,group00072
MEint3119.genome.CDS.1581,group02452
MEint3119.genome.CDS.1915,group01013
MEint3119.genome.CDS.1580,group00505
MEint3119.genome.CDS.1999,group00856
MEint3119.genome.CDS.1898,group01307
MEint3119.genome.CDS.1379,group00932
MEint3119.genome.CDS.1917,group00016
MEint3119.genome.CDS.1867,group00437
MEint3119.genome.CDS.1533,group00847
MEint3119.genome.CDS.1530,group00936
MEint3119.genome.CDS.1972,group00456
MEint3119.genome.CDS.1531,group02235
MEint3119.genome.CDS.1973,group00571
MEint3119.genome.CDS.1129,group00231
MEint3119.genome.CDS.2074,group00638
MEint3119.genome.CDS.1241,group00336
MEint3119.genome.CDS.2142,group00476
MEint3119.genome.CDS.2143,group00456
MEint3119.genome.CDS.2140,group00047
MEint3119.genome.CDS.2141,group00189
MEint3119.genome.CDS.1860,group00930
MEint3119.genome.CDS.2147,group00887
MEint3119.genome.CDS.2144,group00571
MEint3119.genome.CDS.2145,group00143
MEint3119.genome.CDS.1976,group00630
MEint3119.genome.CDS.2148,group01332
MEint3119.genome.CDS.1535,group00394
MEint3119.genome.CDS.2073,group00169
MEint3119.genome.CDS.2068,group00705
MEint3119.genome.CDS.1968,group00871
MEint3119.genome.CDS.2069,group01150
MEint3119.genome.CDS.1974,group00143
MEint3119.genome.CDS.1961,group00892
MEint3119.genome.CDS.2162,group00320
MEint3119.genome.CDS.2067,group00811
MEint3119.genome.CDS.1962,group01253
MEint3119.genome.CDS.1965,group12893
MEint3119.genome.CDS.1964,group00671
MEint3119.genome.CDS.1967,group00691
MEint3119.genome.CDS.2062,group00799
MEint3119.genome.CDS.1645,group00687
MEint3119.genome.CDS.1539,group00284
MEint3119.genome.CDS.1249,group00294
MEint3119.genome.CDS.1120,group00062
MEint3119.genome.CDS.1495,group01357
MEint3119.genome.CDS.1494,group00149
MEint3119.genome.CDS.1497,group01316
MEint3119.genome.CDS.1496,group00833
MEint3119.genome.CDS.1143,group00748
MEint3119.genome.CDS.1142,group00703
MEint3119.genome.CDS.1493,group00899
MEint3119.genome.CDS.1492,group00108
MEint3119.genome.CDS.1499,group01069
MEint3119.genome.CDS.1498,group00253
MEint3119.genome.CDS.1149,group00990
MEint3119.genome.CDS.1148,group00405
MEint3119.genome.CDS.1646,group00308
MEint3119.genome.CDS.958,group12902
MEint3119.genome.CDS.890,group00914
MEint3119.genome.CDS.1242,group01415
MEint3119.genome.CDS.1888,group00544
MEint3119.genome.CDS.1468,group00461
MEint3119.genome.CDS.1469,group04585
MEint3119.genome.CDS.1541,group01000
MEint3119.genome.CDS.1926,group00619
MEint3119.genome.CDS.1547,group00842
MEint3119.genome.CDS.1546,group12862
MEint3119.genome.CDS.1545,group01012
MEint3119.genome.CDS.1544,group00752
MEint3119.genome.CDS.1460,group00565
MEint3119.genome.CDS.1461,group01048
MEint3119.genome.CDS.1549,group00045
MEint3119.genome.CDS.1463,group00268
MEint3119.genome.CDS.1464,group00445
MEint3119.genome.CDS.1465,group00326
MEint3119.genome.CDS.1466,group00404
MEint3119.genome.CDS.1467,group00492
MEint3119.genome.CDS.1442,group00471
MEint3119.genome.CDS.2108,group01033
MEint3119.genome.CDS.1443,group00088
MEint3119.genome.CDS.1822,group00640
MEint3119.genome.CDS.1922,group00282
MEint3119.genome.CDS.1440,group00012
MEint3119.genome.CDS.1864,group01408
MEint3119.genome.CDS.1641,group01399
MEint3119.genome.CDS.1866,group00245
MEint3119.genome.CDS.1311,group03576
MEint3119.genome.CDS.1644,group00796
MEint3119.genome.CDS.1861,group00160
MEint3119.genome.CDS.1314,group00728
MEint3119.genome.CDS.1647,group00889
MEint3119.genome.CDS.1648,group00025
MEint3119.genome.CDS.1110,group00123
MEint3119.genome.CDS.1318,group00113
MEint3119.genome.CDS.1319,group00587
MEint3119.genome.CDS.1868,group00225
MEint3119.genome.CDS.1869,group00240
MEint3119.genome.CDS.1447,group00708
MEint3119.genome.CDS.2105,group00207
MEint3119.genome.CDS.1268,group00356
MEint3119.genome.CDS.1269,group01925
MEint3119.genome.CDS.1266,group02548
MEint3119.genome.CDS.1267,group12845
MEint3119.genome.CDS.1264,group12843
MEint3119.genome.CDS.1265,group12846
MEint3119.genome.CDS.1262,group00330
MEint3119.genome.CDS.1263,group01068
MEint3119.genome.CDS.1260,group00371
MEint3119.genome.CDS.2103,group00187
MEint3119.genome.CDS.2166,group01703
MEint3119.genome.CDS.1526,group00283
MEint3119.genome.CDS.1485,group00272
MEint3119.genome.CDS.2100,group00083
MEint3119.genome.CDS.1798,group00171
MEint3119.genome.CDS.1799,group12886
MEint3119.genome.CDS.1796,group00298
MEint3119.genome.CDS.1797,group00008
MEint3119.genome.CDS.1794,group00494
