MEint3864.genome.CDS.832,group00589
MEint3864.genome.CDS.833,group00391
MEint3864.genome.CDS.830,group00784
MEint3864.genome.CDS.831,group00651
MEint3864.genome.CDS.836,group00043
MEint3864.genome.CDS.837,group01701
MEint3864.genome.CDS.834,group00798
MEint3864.genome.CDS.835,group05400
MEint3864.genome.CDS.838,group00904
MEint3864.genome.CDS.839,group00878
MEint3864.genome.CDS.1312,group00476
MEint3864.genome.CDS.1258,group00720
MEint3864.genome.CDS.848,group00078
MEint3864.genome.CDS.1259,group00519
MEint3864.genome.CDS.1036,group04184
MEint3864.genome.CDS.850,group00513
MEint3864.genome.CDS.1034,group02276
MEint3864.genome.CDS.1035,group01342
MEint3864.genome.CDS.1032,group00887
MEint3864.genome.CDS.1033,group01114
MEint3864.genome.CDS.1030,group02332
MEint3864.genome.CDS.1031,group00790
MEint3864.genome.CDS.1562,group00518
MEint3864.genome.CDS.1038,group00843
MEint3864.genome.CDS.1039,group01953
MEint3864.genome.CDS.1563,group00868
MEint3864.genome.CDS.1564,group00162
MEint3864.genome.CDS.855,group00487
MEint3864.genome.CDS.1566,group01158
MEint3864.genome.CDS.1567,group01013
MEint3864.genome.CDS.858,group00794
MEint3864.genome.CDS.1450,group00717
MEint3864.genome.CDS.859,group01264
MEint3864.genome.CDS.1245,group00133
MEint3864.genome.CDS.1244,group00220
MEint3864.genome.CDS.1328,group00617
MEint3864.genome.CDS.1246,group00976
MEint3864.genome.CDS.1241,group02858
MEint3864.genome.CDS.1360,group00611
MEint3864.genome.CDS.1243,group00459
MEint3864.genome.CDS.1242,group00237
MEint3864.genome.CDS.1322,group01347
MEint3864.genome.CDS.1323,group00503
MEint3864.genome.CDS.1320,group00930
MEint3864.genome.CDS.1321,group01025
MEint3864.genome.CDS.1326,group02004
MEint3864.genome.CDS.1248,group00461
MEint3864.genome.CDS.1324,group00094
MEint3864.genome.CDS.1325,group12348
MEint3864.genome.CDS.1476,group00812
MEint3864.genome.CDS.1477,group00881
MEint3864.genome.CDS.904,group00654
MEint3864.genome.CDS.905,group00455
MEint3864.genome.CDS.1472,group00769
MEint3864.genome.CDS.903,group00578
MEint3864.genome.CDS.900,group00049
MEint3864.genome.CDS.1471,group00222
MEint3864.genome.CDS.1577,group12355
MEint3864.genome.CDS.1576,group00580
MEint3864.genome.CDS.1575,group00523
MEint3864.genome.CDS.1574,group00457
MEint3864.genome.CDS.1573,group00282
MEint3864.genome.CDS.1572,group01171
MEint3864.genome.CDS.908,group00226
MEint3864.genome.CDS.909,group00906
MEint3864.genome.CDS.1368,group00726
MEint3864.genome.CDS.348,group00648
MEint3864.genome.CDS.1528,group00714
MEint3864.genome.CDS.1369,group00650
MEint3864.genome.CDS.991,group00143
MEint3864.genome.CDS.990,group00485
MEint3864.genome.CDS.993,group00456
MEint3864.genome.CDS.992,group00571
MEint3864.genome.CDS.995,group00189
MEint3864.genome.CDS.994,group00476
MEint3864.genome.CDS.997,group00068
MEint3864.genome.CDS.996,group00047
MEint3864.genome.CDS.999,group00064
MEint3864.genome.CDS.926,group00289
MEint3864.genome.CDS.1148,group01049
MEint3864.genome.CDS.1149,group00403
MEint3864.genome.CDS.1146,group00694
MEint3864.genome.CDS.1147,group01100
MEint3864.genome.CDS.1145,group00810
MEint3864.genome.CDS.1142,group00998
MEint3864.genome.CDS.1143,group00473
MEint3864.genome.CDS.1140,group01115
MEint3864.genome.CDS.1141,group00804
MEint3864.genome.CDS.1112,group00871
MEint3864.genome.CDS.584,group01258
MEint3864.genome.CDS.1550,group00562
MEint3864.genome.CDS.318,group12338
MEint3864.genome.CDS.1029,group01035
MEint3864.genome.CDS.867,group00586
MEint3864.genome.CDS.1489,group00569
MEint3864.genome.CDS.1588,group00616
MEint3864.genome.CDS.1589,group00595
MEint3864.genome.CDS.1586,group02429
