MEint10152.genome.CDS.2791,group09214
MEint10152.genome.CDS.2790,group09215
MEint10152.genome.CDS.2793,group09213
MEint10152.genome.CDS.2792,group00628
MEint10152.genome.CDS.2795,group09221
MEint10152.genome.CDS.2794,group00557
MEint10152.genome.CDS.2797,group00771
MEint10152.genome.CDS.2796,group09220
MEint10152.genome.CDS.2799,group00509
MEint10152.genome.CDS.2798,group00666
MEint10152.genome.CDS.2128,group00987
MEint10152.genome.CDS.3338,group00931
MEint10152.genome.CDS.3339,group03357
MEint10152.genome.CDS.3848,group00008
MEint10152.genome.CDS.3849,group00298
MEint10152.genome.CDS.3330,group04635
MEint10152.genome.CDS.3331,group00822
MEint10152.genome.CDS.3840,group02120
MEint10152.genome.CDS.3841,group00693
MEint10152.genome.CDS.3334,group00511
MEint10152.genome.CDS.3335,group09406
MEint10152.genome.CDS.3336,group00994
MEint10152.genome.CDS.3845,group00464
MEint10152.genome.CDS.2553,group09157
MEint10152.genome.CDS.2122,group09379
MEint10152.genome.CDS.2551,group01716
MEint10152.genome.CDS.2550,group02040
MEint10152.genome.CDS.2557,group04172
MEint10152.genome.CDS.2556,group03382
MEint10152.genome.CDS.2555,group01207
MEint10152.genome.CDS.2651,group03726
MEint10152.genome.CDS.2559,group05222
MEint10152.genome.CDS.2558,group09156
MEint10152.genome.CDS.2120,group03363
MEint10152.genome.CDS.2121,group00057
MEint10152.genome.CDS.3208,group01987
MEint10152.genome.CDS.3209,group09359
MEint10152.genome.CDS.3204,group09344
MEint10152.genome.CDS.2126,group09377
MEint10152.genome.CDS.3206,group02731
MEint10152.genome.CDS.3207,group09360
MEint10152.genome.CDS.3200,group02278
MEint10152.genome.CDS.3201,group09345
MEint10152.genome.CDS.3202,group05462
MEint10152.genome.CDS.3203,group02513
MEint10152.genome.CDS.2656,group00471
MEint10152.genome.CDS.2125,group09378
MEint10152.genome.CDS.3842,group00776
MEint10152.genome.CDS.3843,group00776
MEint10152.genome.CDS.3237,group00326
MEint10152.genome.CDS.3332,group02433
MEint10152.genome.CDS.3333,group04384
MEint10152.genome.CDS.3846,group08917
MEint10152.genome.CDS.3847,group00171
MEint10152.genome.CDS.3446,group02248
MEint10152.genome.CDS.3447,group08800
MEint10152.genome.CDS.3444,group08791
MEint10152.genome.CDS.3445,group02051
MEint10152.genome.CDS.3442,group08793
MEint10152.genome.CDS.3844,group02382
MEint10152.genome.CDS.3440,group00778
MEint10152.genome.CDS.3441,group01712
MEint10152.genome.CDS.3337,group02754
MEint10152.genome.CDS.3448,group01141
MEint10152.genome.CDS.3449,group00357
MEint10152.genome.CDS.2053,group00612
MEint10152.genome.CDS.2050,group09057
MEint10152.genome.CDS.4003,group08982
MEint10152.genome.CDS.4002,group08979
MEint10152.genome.CDS.4001,group08980
MEint10152.genome.CDS.4000,group02161
MEint10152.genome.CDS.4007,group00542
MEint10152.genome.CDS.4006,group00056
MEint10152.genome.CDS.4005,group08981
MEint10152.genome.CDS.4004,group00011
MEint10152.genome.CDS.4009,group01370
MEint10152.genome.CDS.4008,group00231
MEint10152.genome.CDS.3387,group00288
MEint10152.genome.CDS.3386,group00367
MEint10152.genome.CDS.3113,group09319
MEint10152.genome.CDS.3381,group00071
MEint10152.genome.CDS.3380,group01700
MEint10152.genome.CDS.2459,group01327
MEint10152.genome.CDS.3831,group05450
MEint10152.genome.CDS.3830,group04195
MEint10152.genome.CDS.2554,group00012
MEint10152.genome.CDS.2054,group00361
MEint10152.genome.CDS.168,group09055
MEint10152.genome.CDS.167,group00830
MEint10152.genome.CDS.2896,group00261
MEint10152.genome.CDS.2897,group00031
MEint10152.genome.CDS.2894,group03283
MEint10152.genome.CDS.2895,group01346
MEint10152.genome.CDS.2892,group09251
MEint10152.genome.CDS.2893,group01463
MEint10152.genome.CDS.2890,group00200
MEint10152.genome.CDS.2891,group00925
MEint10152.genome.CDS.2898,group00224
MEint10152.genome.CDS.2899,group00433
MEint10152.genome.CDS.1306,group01288
MEint10152.genome.CDS.2940,group09258
MEint10152.genome.CDS.2941,group02378
MEint10152.genome.CDS.2942,group09257
MEint10152.genome.CDS.2943,group09256
MEint10152.genome.CDS.2944,group09255
MEint10152.genome.CDS.2945,group01930
MEint10152.genome.CDS.2946,group01007
MEint10152.genome.CDS.2947,group09254
MEint10152.genome.CDS.2948,group04487
MEint10152.genome.CDS.2949,group05565
MEint10152.genome.CDS.2686,group04492
MEint10152.genome.CDS.2308,group09093
MEint10152.genome.CDS.2309,group09092
MEint10152.genome.CDS.2306,group09094
MEint10152.genome.CDS.2307,group02847
MEint10152.genome.CDS.3747,group00762
MEint10152.genome.CDS.2305,group09095
MEint10152.genome.CDS.2302,group09081
MEint10152.genome.CDS.2303,group09096
MEint10152.genome.CDS.2300,group00191
MEint10152.genome.CDS.2301,group00177
MEint10152.genome.CDS.2412,group03726
MEint10152.genome.CDS.2413,group01036
MEint10152.genome.CDS.2410,group04480
MEint10152.genome.CDS.2411,group03727
MEint10152.genome.CDS.2416,group09123
MEint10152.genome.CDS.2417,group09122
MEint10152.genome.CDS.2414,group09124
MEint10152.genome.CDS.2415,group02176
MEint10152.genome.CDS.2418,group00551
MEint10152.genome.CDS.2419,group00617
MEint10152.genome.CDS.3925,group00460
MEint10152.genome.CDS.3924,group08947
MEint10152.genome.CDS.3149,group09331
MEint10152.genome.CDS.3148,group09332
MEint10152.genome.CDS.3921,group08941
MEint10152.genome.CDS.3920,group00281
MEint10152.genome.CDS.3923,group08948
MEint10152.genome.CDS.3922,group08949
MEint10152.genome.CDS.3143,group01630
MEint10152.genome.CDS.3142,group09336
MEint10152.genome.CDS.3141,group09337
MEint10152.genome.CDS.3140,group09338
MEint10152.genome.CDS.3929,group00123
MEint10152.genome.CDS.3928,group02711
MEint10152.genome.CDS.3145,group09334
MEint10152.genome.CDS.3144,group09335
MEint10152.genome.CDS.2098,group02511
MEint10152.genome.CDS.2099,group01479
MEint10152.genome.CDS.2096,group00846
MEint10152.genome.CDS.2097,group00775
MEint10152.genome.CDS.2094,group00623
MEint10152.genome.CDS.2095,group01842
MEint10152.genome.CDS.2092,group00602
MEint10152.genome.CDS.2093,group09194
MEint10152.genome.CDS.2090,group00343
MEint10152.genome.CDS.2091,group02351
MEint10152.genome.CDS.2698,group01452
MEint10152.genome.CDS.2372,group00406
MEint10152.genome.CDS.3859,group00003
MEint10152.genome.CDS.3858,group01071
MEint10152.genome.CDS.3329,group04636
MEint10152.genome.CDS.3327,group09394
MEint10152.genome.CDS.3850,group00462
MEint10152.genome.CDS.3853,group00517
MEint10152.genome.CDS.3324,group01520
MEint10152.genome.CDS.3323,group00473
MEint10152.genome.CDS.3854,group00463
MEint10152.genome.CDS.3321,group09396
MEint10152.genome.CDS.3320,group00938
MEint10152.genome.CDS.2526,group09146
MEint10152.genome.CDS.2527,group02061
MEint10152.genome.CDS.2524,group09147
MEint10152.genome.CDS.2525,group04121
MEint10152.genome.CDS.2522,group03209
MEint10152.genome.CDS.2523,group00829
MEint10152.genome.CDS.2520,group09149
