MEint1719.genome.CDS.3347,group00501
MEint1719.genome.CDS.3346,group00490
MEint1719.genome.CDS.3345,group02760
MEint1719.genome.CDS.3344,group02531
MEint1719.genome.CDS.3343,group00689
MEint1719.genome.CDS.3342,group00521
MEint1719.genome.CDS.3341,group00224
MEint1719.genome.CDS.3340,group11153
MEint1719.genome.CDS.3349,group00222
MEint1719.genome.CDS.3348,group00264
MEint1719.genome.CDS.1846,group11096
MEint1719.genome.CDS.1847,group02074
MEint1719.genome.CDS.1848,group02075
MEint1719.genome.CDS.1849,group00365
MEint1719.genome.CDS.1903,group01327
MEint1719.genome.CDS.1902,group01573
MEint1719.genome.CDS.1901,group01273
MEint1719.genome.CDS.1900,group02418
MEint1719.genome.CDS.1907,group02152
MEint1719.genome.CDS.1906,group01988
MEint1719.genome.CDS.1905,group01692
MEint1719.genome.CDS.1904,group02151
MEint1719.genome.CDS.1909,group03064
MEint1719.genome.CDS.1908,group02153
MEint1719.genome.CDS.2973,group03957
MEint1719.genome.CDS.2972,group02789
MEint1719.genome.CDS.2348,group00033
MEint1719.genome.CDS.2349,group01226
MEint1719.genome.CDS.2340,group01195
MEint1719.genome.CDS.2559,group03985
MEint1719.genome.CDS.2342,group03113
MEint1719.genome.CDS.2343,group01036
MEint1719.genome.CDS.2344,group00981
MEint1719.genome.CDS.2345,group00598
MEint1719.genome.CDS.2346,group03458
MEint1719.genome.CDS.2558,group03461
MEint1719.genome.CDS.3402,group00646
MEint1719.genome.CDS.2978,group00778
MEint1719.genome.CDS.2557,group00660
MEint1719.genome.CDS.2556,group00560
MEint1719.genome.CDS.2128,group03350
MEint1719.genome.CDS.2129,group00554
MEint1719.genome.CDS.2124,group00192
MEint1719.genome.CDS.2125,group00246
MEint1719.genome.CDS.2126,group02747
MEint1719.genome.CDS.2127,group00009
MEint1719.genome.CDS.2120,group00509
MEint1719.genome.CDS.2121,group00835
MEint1719.genome.CDS.2122,group02515
MEint1719.genome.CDS.2123,group00548
MEint1719.genome.CDS.2656,group00332
MEint1719.genome.CDS.2657,group00331
MEint1719.genome.CDS.2654,group00682
MEint1719.genome.CDS.2655,group02023
MEint1719.genome.CDS.2652,group01308
MEint1719.genome.CDS.2653,group00663
MEint1719.genome.CDS.2650,group00572
MEint1719.genome.CDS.2651,group01394
MEint1719.genome.CDS.2658,group00441
MEint1719.genome.CDS.2659,group01011
MEint1719.genome.CDS.2010,group00915
MEint1719.genome.CDS.2011,group01367
MEint1719.genome.CDS.2012,group01470
MEint1719.genome.CDS.2013,group01913
MEint1719.genome.CDS.2014,group01086
MEint1719.genome.CDS.2015,group01750
MEint1719.genome.CDS.2016,group03667
MEint1719.genome.CDS.2017,group11098
MEint1719.genome.CDS.2018,group00054
MEint1719.genome.CDS.2019,group02144
MEint1719.genome.CDS.1050,group02532
MEint1719.genome.CDS.2908,group01775
MEint1719.genome.CDS.2909,group01966
MEint1719.genome.CDS.2906,group02418
MEint1719.genome.CDS.2907,group01205
MEint1719.genome.CDS.2904,group02574
MEint1719.genome.CDS.2902,group00057
MEint1719.genome.CDS.2903,group04122
MEint1719.genome.CDS.2900,group01898
MEint1719.genome.CDS.2901,group02067
MEint1719.genome.CDS.3695,group00443
MEint1719.genome.CDS.3694,group00272
MEint1719.genome.CDS.3697,group01999
MEint1719.genome.CDS.3696,group00027
MEint1719.genome.CDS.3691,group00388
MEint1719.genome.CDS.3690,group00507
MEint1719.genome.CDS.3693,group00380
MEint1719.genome.CDS.3692,group00408
MEint1719.genome.CDS.3699,group01268
MEint1719.genome.CDS.3698,group01475
MEint1719.genome.CDS.2832,group03987
MEint1719.genome.CDS.2833,group01351
MEint1719.genome.CDS.3529,group01737
MEint1719.genome.CDS.2831,group02580
MEint1719.genome.CDS.2836,group05004
MEint1719.genome.CDS.2837,group01604
MEint1719.genome.CDS.2834,group03464
MEint1719.genome.CDS.2835,group03318
MEint1719.genome.CDS.3523,group00464
MEint1719.genome.CDS.3522,group00231
MEint1719.genome.CDS.2838,group00037
MEint1719.genome.CDS.3520,group00513
MEint1719.genome.CDS.3527,group02410
MEint1719.genome.CDS.3526,group02164
MEint1719.genome.CDS.3525,group01194
MEint1719.genome.CDS.3524,group01743
